encodings,"(4, 5)","(3, 6)","(2, 7)","(1, 8)"
"[0, 0, 0, 1, 1, 2, 4, 4, 6]",96,864,3840,12096
"[0, 0, 0, 1, 1, 2, 4, 4, 7]",64,864,3680,10368
"[0, 0, 0, 1, 1, 2, 4, 4, 8]",32,432,1840,9792
"[0, 0, 0, 1, 1, 2, 4, 5, 5]",96,864,3840,12096
"[0, 0, 0, 1, 1, 2, 4, 5, 6]",192,1080,3720,10080
"[0, 0, 0, 1, 1, 2, 4, 5, 7]",128,1188,3460,8256
"[0, 0, 0, 1, 1, 2, 4, 5, 8]",64,648,2360,7200
"[0, 0, 0, 1, 1, 2, 4, 6, 6]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 2, 4, 6, 7]",192,1512,3240,6144
"[0, 0, 0, 1, 1, 2, 4, 6, 8]",96,864,2880,4608
"[0, 0, 0, 1, 1, 2, 4, 7, 7]",96,1728,2880,4224
"[0, 0, 0, 1, 1, 2, 4, 7, 8]",48,864,3456,2112
"[0, 0, 0, 1, 1, 2, 5, 5, 5]",144,1080,3960,10080
"[0, 0, 0, 1, 1, 2, 5, 5, 6]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 2, 5, 5, 7]",192,1512,3240,6144
"[0, 0, 0, 1, 1, 2, 5, 5, 8]",96,756,1620,5376
"[0, 0, 0, 1, 1, 2, 5, 6, 6]",432,1512,3240,6048
"[0, 0, 0, 1, 1, 2, 5, 6, 7]",288,1908,2580,4416
"[0, 0, 0, 1, 1, 2, 5, 6, 8]",144,1008,1920,3360
"[0, 0, 0, 1, 1, 2, 5, 7, 7]",144,2304,1920,2784
"[0, 0, 0, 1, 1, 2, 5, 7, 8]",72,1152,2304,1392
"[0, 0, 0, 1, 1, 2, 6, 6, 6]",576,1728,2880,4032
"[0, 0, 0, 1, 1, 2, 6, 6, 7]",384,2304,1920,2688
"[0, 0, 0, 1, 1, 2, 6, 6, 8]",192,1152,960,2112
"[0, 0, 0, 1, 1, 2, 6, 7, 7]",192,2880,960,1344
"[0, 0, 0, 1, 1, 2, 6, 7, 8]",96,1440,1152,672
"[0, 0, 0, 1, 1, 3, 3, 3, 3]",0,0,2880,20160
"[0, 0, 0, 1, 1, 3, 3, 3, 4]",0,216,3240,18144
"[0, 0, 0, 1, 1, 3, 3, 3, 5]",0,432,3600,16128
"[0, 0, 0, 1, 1, 3, 3, 3, 6]",0,648,3960,14112
"[0, 0, 0, 1, 1, 3, 3, 3, 7]",0,432,2640,13248
"[0, 0, 0, 1, 1, 3, 3, 3, 8]",0,216,1320,12384
"[0, 0, 0, 1, 1, 3, 3, 4, 4]",0,432,3600,16128
"[0, 0, 0, 1, 1, 3, 3, 4, 5]",48,648,3720,14112
"[0, 0, 0, 1, 1, 3, 3, 4, 6]",96,864,3840,12096
"[0, 0, 0, 1, 1, 3, 3, 4, 7]",64,648,2840,10944
"[0, 0, 0, 1, 1, 3, 3, 4, 8]",32,432,1840,9792
"[0, 0, 0, 1, 1, 3, 3, 5, 5]",96,864,3840,12096
"[0, 0, 0, 1, 1, 3, 3, 5, 6]",192,1080,3720,10080
"[0, 0, 0, 1, 1, 3, 3, 5, 7]",128,864,3040,8640
"[0, 0, 0, 1, 1, 3, 3, 5, 8]",64,648,2360,7200
"[0, 0, 0, 1, 1, 3, 3, 6, 6]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 3, 3, 6, 7]",192,1080,3240,6336
"[0, 0, 0, 1, 1, 3, 3, 6, 8]",96,864,2880,4608
"[0, 0, 0, 1, 1, 3, 3, 7, 7]",96,864,2880,4608
"[0, 0, 0, 1, 1, 3, 3, 7, 8]",48,432,3456,2304
"[0, 0, 0, 1, 1, 3, 4, 4, 4]",0,648,3960,14112
"[0, 0, 0, 1, 1, 3, 4, 4, 5]",96,864,3840,12096
"[0, 0, 0, 1, 1, 3, 4, 4, 6]",192,1080,3720,10080
"[0, 0, 0, 1, 1, 3, 4, 4, 7]",128,864,3040,8640
"[0, 0, 0, 1, 1, 3, 4, 4, 8]",64,432,1520,7776
"[0, 0, 0, 1, 1, 3, 4, 5, 5]",192,1080,3720,10080
"[0, 0, 0, 1, 1, 3, 4, 5, 6]",384,1188,3420,8232
"[0, 0, 0, 1, 1, 3, 4, 5, 7]",256,1080,2840,6768
"[0, 0, 0, 1, 1, 3, 4, 5, 8]",128,648,1840,5688
"[0, 0, 0, 1, 1, 3, 4, 6, 6]",576,1296,3120,6384
"[0, 0, 0, 1, 1, 3, 4, 6, 7]",384,1296,2640,4896
"[0, 0, 0, 1, 1, 3, 4, 6, 8]",192,864,2160,3600
"[0, 0, 0, 1, 1, 3, 4, 7, 7]",192,1296,2160,3408
"[0, 0, 0, 1, 1, 3, 4, 7, 8]",96,648,2592,1704
"[0, 0, 0, 1, 1, 3, 5, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 3, 5, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 1, 1, 3, 5, 5, 7]",384,1296,2640,4896
"[0, 0, 0, 1, 1, 3, 5, 5, 8]",192,648,1320,4176
"[0, 0, 0, 1, 1, 3, 5, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 1, 1, 3, 5, 6, 7]",576,1512,2040,3456
"[0, 0, 0, 1, 1, 3, 5, 6, 8]",288,864,1440,2592
"[0, 0, 0, 1, 1, 3, 5, 7, 7]",288,1728,1440,2208
"[0, 0, 0, 1, 1, 3, 5, 7, 8]",144,864,1728,1104
"[0, 0, 0, 1, 1, 3, 6, 6, 6]",1152,1296,2160,3024
"[0, 0, 0, 1, 1, 3, 6, 6, 7]",768,1728,1440,2016
"[0, 0, 0, 1, 1, 3, 6, 6, 8]",384,864,720,1584
"[0, 0, 0, 1, 1, 3, 6, 7, 7]",384,2160,720,1008
"[0, 0, 0, 1, 1, 3, 6, 7, 8]",192,1080,864,504
"[0, 0, 0, 1, 1, 4, 4, 4, 4]",0,864,4320,12096
"[0, 0, 0, 1, 1, 4, 4, 4, 5]",144,1080,3960,10080
"[0, 0, 0, 1, 1, 4, 4, 4, 6]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 4, 4, 4, 7]",192,864,2400,6912
"[0, 0, 0, 1, 1, 4, 4, 4, 8]",96,432,1200,5760
"[0, 0, 0, 1, 1, 4, 4, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 1, 4, 4, 5, 6]",576,1296,3120,6384
"[0, 0, 0, 1, 1, 4, 4, 5, 7]",384,972,2220,5280
"[0, 0, 0, 1, 1, 4, 4, 5, 8]",192,648,1320,4176
"[0, 0, 0, 1, 1, 4, 4, 6, 6]",864,1296,2640,4704
"[0, 0, 0, 1, 1, 4, 4, 6, 7]",576,1080,2040,3648
"[0, 0, 0, 1, 1, 4, 4, 6, 8]",288,864,1440,2592
"[0, 0, 0, 1, 1, 4, 4, 7, 7]",288,864,1440,2592
"[0, 0, 0, 1, 1, 4, 4, 7, 8]",144,432,1728,1296
"[0, 0, 0, 1, 1, 4, 5, 5, 5]",432,1512,3240,6048
"[0, 0, 0, 1, 1, 4, 5, 5, 6]",864,1296,2640,4704
"[0, 0, 0, 1, 1, 4, 5, 5, 7]",576,1080,2040,3648
"[0, 0, 0, 1, 1, 4, 5, 5, 8]",288,540,1020,2976
"[0, 0, 0, 1, 1, 4, 5, 6, 6]",1296,1080,2040,3360
"[0, 0, 0, 1, 1, 4, 5, 6, 7]",864,1116,1500,2496
"[0, 0, 0, 1, 1, 4, 5, 6, 8]",432,720,960,1824
"[0, 0, 0, 1, 1, 4, 5, 7, 7]",432,1152,960,1632
"[0, 0, 0, 1, 1, 4, 5, 7, 8]",216,576,1152,816
"[0, 0, 0, 1, 1, 4, 6, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 1, 1, 4, 6, 6, 7]",1152,1152,960,1344
"[0, 0, 0, 1, 1, 4, 6, 6, 8]",576,576,480,1056
"[0, 0, 0, 1, 1, 4, 6, 7, 7]",576,1440,480,672
"[0, 0, 0, 1, 1, 4, 6, 7, 8]",288,720,576,336
"[0, 0, 0, 1, 1, 5, 5, 5, 5]",576,1728,2880,4032
"[0, 0, 0, 1, 1, 5, 5, 5, 6]",1152,1296,2160,3024
"[0, 0, 0, 1, 1, 5, 5, 5, 7]",768,864,1440,2400
"[0, 0, 0, 1, 1, 5, 5, 5, 8]",384,432,720,1776
"[0, 0, 0, 1, 1, 5, 5, 6, 6]",1728,864,1440,2016
"[0, 0, 0, 1, 1, 5, 5, 6, 7]",1152,720,960,1536
"[0, 0, 0, 1, 1, 5, 5, 6, 8]",576,576,480,1056
"[0, 0, 0, 1, 1, 5, 5, 7, 7]",576,576,480,1056
"[0, 0, 0, 1, 1, 5, 5, 7, 8]",288,288,576,528
"[0, 0, 0, 1, 1, 5, 6, 6, 6]",2304,432,720,1008
"[0, 0, 0, 1, 1, 5, 6, 6, 7]",1536,576,480,672
"[0, 0, 0, 1, 1, 5, 6, 6, 8]",768,288,240,528
"[0, 0, 0, 1, 1, 5, 6, 7, 7]",768,720,240,336
"[0, 0, 0, 1, 1, 5, 6, 7, 8]",384,360,288,168
"[0, 0, 0, 1, 2, 2, 2, 2, 2]",0,0,0,25200
"[0, 0, 0, 1, 2, 2, 2, 2, 3]",0,0,960,23520
"[0, 0, 0, 1, 2, 2, 2, 2, 4]",0,0,1920,21840
"[0, 0, 0, 1, 2, 2, 2, 2, 5]",0,0,2880,20160
"[0, 0, 0, 1, 2, 2, 2, 2, 6]",0,0,2160,19440
"[0, 0, 0, 1, 2, 2, 2, 2, 7]",0,0,1440,18720
"[0, 0, 0, 1, 2, 2, 2, 2, 8]",0,0,720,18000
"[0, 0, 0, 1, 2, 2, 2, 3, 3]",0,0,1920,21840
"[0, 0, 0, 1, 2, 2, 2, 3, 4]",0,108,2580,19992
"[0, 0, 0, 1, 2, 2, 2, 3, 5]",0,216,3240,18144
"[0, 0, 0, 1, 2, 2, 2, 3, 6]",0,216,2640,17064
"[0, 0, 0, 1, 2, 2, 2, 3, 7]",0,216,2040,15984
"[0, 0, 0, 1, 2, 2, 2, 3, 8]",0,216,1440,14904
"[0, 0, 0, 1, 2, 2, 2, 4, 4]",0,216,3240,18144
"[0, 0, 0, 1, 2, 2, 2, 4, 5]",0,432,3600,16128
"[0, 0, 0, 1, 2, 2, 2, 4, 6]",0,432,3120,14688
"[0, 0, 0, 1, 2, 2, 2, 4, 7]",0,432,2640,13248
"[0, 0, 0, 1, 2, 2, 2, 4, 8]",0,432,2160,11808
"[0, 0, 0, 1, 2, 2, 2, 5, 5]",0,648,3960,14112
"[0, 0, 0, 1, 2, 2, 2, 5, 6]",0,648,3600,12312
"[0, 0, 0, 1, 2, 2, 2, 5, 7]",0,648,3240,10512
"[0, 0, 0, 1, 2, 2, 2, 5, 8]",0,648,2880,8712
"[0, 0, 0, 1, 2, 2, 2, 6, 6]",0,648,3240,10512
"[0, 0, 0, 1, 2, 2, 2, 6, 7]",0,540,3420,8160
"[0, 0, 0, 1, 2, 2, 2, 6, 8]",0,432,3600,5808
"[0, 0, 0, 1, 2, 2, 2, 7, 7]",0,432,3600,5808
"[0, 0, 0, 1, 2, 2, 2, 7, 8]",0,216,4320,2904
"[0, 0, 0, 1, 2, 2, 3, 3, 3]",0,0,2880,20160
"[0, 0, 0, 1, 2, 2, 3, 3, 4]",0,216,3240,18144
"[0, 0, 0, 1, 2, 2, 3, 3, 5]",0,432,3600,16128
"[0, 0, 0, 1, 2, 2, 3, 3, 6]",0,432,3120,14688
"[0, 0, 0, 1, 2, 2, 3, 3, 7]",0,432,2640,13248
"[0, 0, 0, 1, 2, 2, 3, 3, 8]",0,216,1320,12384
"[0, 0, 0, 1, 2, 2, 3, 4, 4]",0,432,3600,16128
"[0, 0, 0, 1, 2, 2, 3, 4, 5]",48,648,3720,14112
"[0, 0, 0, 1, 2, 2, 3, 4, 6]",56,648,3280,12528
"[0, 0, 0, 1, 2, 2, 3, 4, 7]",64,648,2840,10944
"[0, 0, 0, 1, 2, 2, 3, 4, 8]",32,432,1840,9792
"[0, 0, 0, 1, 2, 2, 3, 5, 5]",96,864,3840,12096
"[0, 0, 0, 1, 2, 2, 3, 5, 6]",112,864,3440,10368
"[0, 0, 0, 1, 2, 2, 3, 5, 7]",128,864,3040,8640
"[0, 0, 0, 1, 2, 2, 3, 5, 8]",64,648,2360,7200
"[0, 0, 0, 1, 2, 2, 3, 6, 6]",128,864,3040,8640
"[0, 0, 0, 1, 2, 2, 3, 6, 7]",112,864,2960,6624
"[0, 0, 0, 1, 2, 2, 3, 6, 8]",56,540,2908,4752
"[0, 0, 0, 1, 2, 2, 3, 7, 7]",96,864,2880,4608
"[0, 0, 0, 1, 2, 2, 3, 7, 8]",48,432,3456,2304
"[0, 0, 0, 1, 2, 2, 4, 4, 4]",0,648,3960,14112
"[0, 0, 0, 1, 2, 2, 4, 4, 5]",96,864,3840,12096
"[0, 0, 0, 1, 2, 2, 4, 4, 6]",112,864,3440,10368
"[0, 0, 0, 1, 2, 2, 4, 4, 7]",128,864,3040,8640
"[0, 0, 0, 1, 2, 2, 4, 4, 8]",64,432,1520,7776
"[0, 0, 0, 1, 2, 2, 4, 5, 5]",192,1080,3720,10080
"[0, 0, 0, 1, 2, 2, 4, 5, 6]",224,1080,3280,8424
"[0, 0, 0, 1, 2, 2, 4, 5, 7]",256,1080,2840,6768
"[0, 0, 0, 1, 2, 2, 4, 5, 8]",128,648,1840,5688
"[0, 0, 0, 1, 2, 2, 4, 6, 6]",256,1080,2840,6768
"[0, 0, 0, 1, 2, 2, 4, 6, 7]",224,1188,2500,5088
"[0, 0, 0, 1, 2, 2, 4, 6, 8]",112,648,2216,3696
"[0, 0, 0, 1, 2, 2, 4, 7, 7]",192,1296,2160,3408
"[0, 0, 0, 1, 2, 2, 4, 7, 8]",96,648,2592,1704
"[0, 0, 0, 1, 2, 2, 5, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 2, 2, 5, 5, 6]",336,1296,3120,6480
"[0, 0, 0, 1, 2, 2, 5, 5, 7]",384,1296,2640,4896
"[0, 0, 0, 1, 2, 2, 5, 5, 8]",192,648,1320,4176
"[0, 0, 0, 1, 2, 2, 5, 6, 6]",384,1296,2640,4896
"[0, 0, 0, 1, 2, 2, 5, 6, 7]",336,1512,2040,3552
"[0, 0, 0, 1, 2, 2, 5, 6, 8]",168,756,1524,2640
"[0, 0, 0, 1, 2, 2, 5, 7, 7]",288,1728,1440,2208
"[0, 0, 0, 1, 2, 2, 5, 7, 8]",144,864,1728,1104
"[0, 0, 0, 1, 2, 2, 6, 6, 6]",432,1296,2160,3312
"[0, 0, 0, 1, 2, 2, 6, 6, 7]",288,1728,1440,2208
"[0, 0, 0, 1, 2, 2, 6, 6, 8]",144,864,720,1680
"[0, 0, 0, 1, 2, 2, 6, 7, 7]",144,2160,720,1104
"[0, 0, 0, 1, 2, 2, 6, 7, 8]",72,1080,864,552
"[0, 0, 0, 1, 2, 3, 3, 3, 3]",0,0,3840,18480
"[0, 0, 0, 1, 2, 3, 3, 3, 4]",0,324,3900,16296
"[0, 0, 0, 1, 2, 3, 3, 3, 5]",0,648,3960,14112
"[0, 0, 0, 1, 2, 3, 3, 3, 6]",0,648,3600,12312
"[0, 0, 0, 1, 2, 3, 3, 3, 7]",0,432,2400,11088
"[0, 0, 0, 1, 2, 3, 3, 3, 8]",0,216,1200,9864
"[0, 0, 0, 1, 2, 3, 3, 4, 4]",0,648,3960,14112
"[0, 0, 0, 1, 2, 3, 3, 4, 5]",96,864,3840,12096
"[0, 0, 0, 1, 2, 3, 3, 4, 6]",112,864,3440,10368
"[0, 0, 0, 1, 2, 3, 3, 4, 7]",88,648,2480,9072
"[0, 0, 0, 1, 2, 3, 3, 4, 8]",64,432,1520,7776
"[0, 0, 0, 1, 2, 3, 3, 5, 5]",192,1080,3720,10080
"[0, 0, 0, 1, 2, 3, 3, 5, 6]",224,1080,3280,8424
"[0, 0, 0, 1, 2, 3, 3, 5, 7]",176,864,2560,7056
"[0, 0, 0, 1, 2, 3, 3, 5, 8]",128,648,1840,5688
"[0, 0, 0, 1, 2, 3, 3, 6, 6]",256,1080,2840,6768
"[0, 0, 0, 1, 2, 3, 3, 6, 7]",184,864,2528,5232
"[0, 0, 0, 1, 2, 3, 3, 6, 8]",112,648,2216,3696
"[0, 0, 0, 1, 2, 3, 3, 7, 7]",112,648,2216,3696
"[0, 0, 0, 1, 2, 3, 3, 7, 8]",56,324,2620,1848
"[0, 0, 0, 1, 2, 3, 4, 4, 4]",0,972,4020,11928
"[0, 0, 0, 1, 2, 3, 4, 4, 5]",192,1080,3720,10080
"[0, 0, 0, 1, 2, 3, 4, 4, 6]",224,1080,3280,8424
"[0, 0, 0, 1, 2, 3, 4, 4, 7]",176,864,2560,7056
"[0, 0, 0, 1, 2, 3, 4, 4, 8]",88,432,1280,6120
"[0, 0, 0, 1, 2, 3, 4, 5, 5]",384,1188,3420,8232
"[0, 0, 0, 1, 2, 3, 4, 5, 6]",458,1134,2950,6750
"[0, 0, 0, 1, 2, 3, 4, 5, 7]",372,972,2340,5460
"[0, 0, 0, 1, 2, 3, 4, 5, 8]",206,594,1450,4458
"[0, 0, 0, 1, 2, 3, 4, 6, 6]",532,1080,2480,5268
"[0, 0, 0, 1, 2, 3, 4, 6, 7]",388,1026,2064,3992
"[0, 0, 0, 1, 2, 3, 4, 6, 8]",204,648,1676,2860
"[0, 0, 0, 1, 2, 3, 4, 7, 7]",244,972,1648,2716
"[0, 0, 0, 1, 2, 3, 4, 7, 8]",122,486,1958,1358
"[0, 0, 0, 1, 2, 3, 5, 5, 5]",576,1296,3120,6384
"[0, 0, 0, 1, 2, 3, 5, 5, 6]",692,1188,2620,5076
"[0, 0, 0, 1, 2, 3, 5, 5, 7]",568,1080,2120,3864
"[0, 0, 0, 1, 2, 3, 5, 5, 8]",284,540,1060,3228
"[0, 0, 0, 1, 2, 3, 5, 6, 6]",808,1080,2120,3768
"[0, 0, 0, 1, 2, 3, 5, 6, 7]",592,1188,1600,2752
"[0, 0, 0, 1, 2, 3, 5, 6, 8]",296,648,1136,2024
"[0, 0, 0, 1, 2, 3, 5, 7, 7]",376,1296,1080,1736
"[0, 0, 0, 1, 2, 3, 5, 7, 8]",188,648,1296,868
"[0, 0, 0, 1, 2, 3, 6, 6, 6]",924,972,1620,2460
"[0, 0, 0, 1, 2, 3, 6, 6, 7]",616,1296,1080,1640
"[0, 0, 0, 1, 2, 3, 6, 6, 8]",308,648,540,1252
"[0, 0, 0, 1, 2, 3, 6, 7, 7]",308,1620,540,820
"[0, 0, 0, 1, 2, 3, 6, 7, 8]",154,810,648,410
"[0, 0, 0, 1, 2, 4, 4, 4, 4]",0,1296,4080,9744
"[0, 0, 0, 1, 2, 4, 4, 4, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 2, 4, 4, 4, 6]",336,1296,3120,6480
"[0, 0, 0, 1, 2, 4, 4, 4, 7]",224,864,2080,5472
"[0, 0, 0, 1, 2, 4, 4, 4, 8]",112,432,1040,4464
"[0, 0, 0, 1, 2, 4, 4, 5, 5]",576,1296,3120,6384
"[0, 0, 0, 1, 2, 4, 4, 5, 6]",692,1188,2620,5076
"[0, 0, 0, 1, 2, 4, 4, 5, 7]",488,864,1840,4152
"[0, 0, 0, 1, 2, 4, 4, 5, 8]",284,540,1060,3228
"[0, 0, 0, 1, 2, 4, 4, 6, 6]",808,1080,2120,3768
"[0, 0, 0, 1, 2, 4, 4, 6, 7]",552,864,1628,2896
"[0, 0, 0, 1, 2, 4, 4, 6, 8]",296,648,1136,2024
"[0, 0, 0, 1, 2, 4, 4, 7, 7]",296,648,1136,2024
"[0, 0, 0, 1, 2, 4, 4, 7, 8]",148,324,1324,1012
"[0, 0, 0, 1, 2, 4, 5, 5, 5]",864,1296,2640,4704
"[0, 0, 0, 1, 2, 4, 5, 5, 6]",1048,1080,2120,3672
"[0, 0, 0, 1, 2, 4, 5, 5, 7]",752,864,1600,2832
"[0, 0, 0, 1, 2, 4, 5, 5, 8]",376,432,800,2280
"[0, 0, 0, 1, 2, 4, 5, 6, 6]",1232,864,1600,2640
"[0, 0, 0, 1, 2, 4, 5, 6, 7]",848,864,1160,1952
"[0, 0, 0, 1, 2, 4, 5, 6, 8]",424,540,748,1408
"[0, 0, 0, 1, 2, 4, 5, 7, 7]",464,864,720,1264
"[0, 0, 0, 1, 2, 4, 5, 7, 8]",232,432,864,632
"[0, 0, 0, 1, 2, 4, 6, 6, 6]",1416,648,1080,1608
"[0, 0, 0, 1, 2, 4, 6, 6, 7]",944,864,720,1072
"[0, 0, 0, 1, 2, 4, 6, 6, 8]",472,432,360,824
"[0, 0, 0, 1, 2, 4, 6, 7, 7]",472,1080,360,536
"[0, 0, 0, 1, 2, 4, 6, 7, 8]",236,540,432,268
"[0, 0, 0, 1, 2, 5, 5, 5, 5]",1152,1296,2160,3024
"[0, 0, 0, 1, 2, 5, 5, 5, 6]",1404,972,1620,2268
"[0, 0, 0, 1, 2, 5, 5, 5, 7]",936,648,1080,1800
"[0, 0, 0, 1, 2, 5, 5, 5, 8]",468,324,540,1332
"[0, 0, 0, 1, 2, 5, 5, 6, 6]",1656,648,1080,1512
"[0, 0, 0, 1, 2, 5, 5, 6, 7]",1104,540,720,1152
"[0, 0, 0, 1, 2, 5, 5, 6, 8]",552,432,360,792
"[0, 0, 0, 1, 2, 5, 5, 7, 7]",552,432,360,792
"[0, 0, 0, 1, 2, 5, 5, 7, 8]",276,216,432,396
"[0, 0, 0, 1, 2, 5, 6, 6, 6]",1908,324,540,756
"[0, 0, 0, 1, 2, 5, 6, 6, 7]",1272,432,360,504
"[0, 0, 0, 1, 2, 5, 6, 6, 8]",636,216,180,396
"[0, 0, 0, 1, 2, 5, 6, 7, 7]",636,540,180,252
"[0, 0, 0, 1, 2, 5, 6, 7, 8]",318,270,216,126
"[0, 0, 0, 1, 3, 3, 3, 3, 3]",0,0,4800,16800
"[0, 0, 0, 1, 3, 3, 3, 3, 4]",0,432,4560,14448
"[0, 0, 0, 1, 3, 3, 3, 3, 5]",0,864,4320,12096
"[0, 0, 0, 1, 3, 3, 3, 3, 6]",0,648,3240,10512
"[0, 0, 0, 1, 3, 3, 3, 3, 7]",0,432,2160,8928
"[0, 0, 0, 1, 3, 3, 3, 3, 8]",0,216,1080,7344
"[0, 0, 0, 1, 3, 3, 3, 4, 4]",0,864,4320,12096
"[0, 0, 0, 1, 3, 3, 3, 4, 5]",144,1080,3960,10080
"[0, 0, 0, 1, 3, 3, 3, 4, 6]",128,864,3040,8640
"[0, 0, 0, 1, 3, 3, 3, 4, 7]",112,648,2120,7200
"[0, 0, 0, 1, 3, 3, 3, 4, 8]",96,432,1200,5760
"[0, 0, 0, 1, 3, 3, 3, 5, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 3, 3, 3, 5, 6]",256,1080,2840,6768
"[0, 0, 0, 1, 3, 3, 3, 5, 7]",224,864,2080,5472
"[0, 0, 0, 1, 3, 3, 3, 5, 8]",192,648,1320,4176
"[0, 0, 0, 1, 3, 3, 3, 6, 6]",224,864,2080,5472
"[0, 0, 0, 1, 3, 3, 3, 6, 7]",176,648,1816,4128
"[0, 0, 0, 1, 3, 3, 3, 6, 8]",128,432,1552,2784
"[0, 0, 0, 1, 3, 3, 3, 7, 7]",128,432,1552,2784
"[0, 0, 0, 1, 3, 3, 3, 7, 8]",64,216,1784,1392
"[0, 0, 0, 1, 3, 3, 4, 4, 4]",0,1296,4080,9744
"[0, 0, 0, 1, 3, 3, 4, 4, 5]",288,1296,3600,8064
"[0, 0, 0, 1, 3, 3, 4, 4, 6]",256,1080,2840,6768
"[0, 0, 0, 1, 3, 3, 4, 4, 7]",224,864,2080,5472
"[0, 0, 0, 1, 3, 3, 4, 4, 8]",112,432,1040,4464
"[0, 0, 0, 1, 3, 3, 4, 5, 5]",576,1296,3120,6384
"[0, 0, 0, 1, 3, 3, 4, 5, 6]",532,1080,2480,5268
"[0, 0, 0, 1, 3, 3, 4, 5, 7]",488,864,1840,4152
"[0, 0, 0, 1, 3, 3, 4, 5, 8]",284,540,1060,3228
"[0, 0, 0, 1, 3, 3, 4, 6, 6]",488,864,1840,4152
"[0, 0, 0, 1, 3, 3, 4, 6, 7]",392,756,1488,3088
"[0, 0, 0, 1, 3, 3, 4, 6, 8]",216,432,1192,2120
"[0, 0, 0, 1, 3, 3, 4, 7, 7]",296,648,1136,2024
"[0, 0, 0, 1, 3, 3, 4, 7, 8]",148,324,1324,1012
"[0, 0, 0, 1, 3, 3, 5, 5, 5]",864,1296,2640,4704
"[0, 0, 0, 1, 3, 3, 5, 5, 6]",808,1080,2120,3768
"[0, 0, 0, 1, 3, 3, 5, 5, 7]",752,864,1600,2832
"[0, 0, 0, 1, 3, 3, 5, 5, 8]",376,432,800,2280
"[0, 0, 0, 1, 3, 3, 5, 6, 6]",752,864,1600,2832
"[0, 0, 0, 1, 3, 3, 5, 6, 7]",608,864,1160,2048
"[0, 0, 0, 1, 3, 3, 5, 6, 8]",304,432,832,1456
"[0, 0, 0, 1, 3, 3, 5, 7, 7]",464,864,720,1264
"[0, 0, 0, 1, 3, 3, 5, 7, 8]",232,432,864,632
"[0, 0, 0, 1, 3, 3, 6, 6, 6]",696,648,1080,1896
"[0, 0, 0, 1, 3, 3, 6, 6, 7]",464,864,720,1264
"[0, 0, 0, 1, 3, 3, 6, 6, 8]",232,432,360,920
"[0, 0, 0, 1, 3, 3, 6, 7, 7]",232,1080,360,632
"[0, 0, 0, 1, 3, 3, 6, 7, 8]",116,540,432,316
"[0, 0, 0, 1, 3, 4, 4, 4, 4]",0,1728,3840,7392
"[0, 0, 0, 1, 3, 4, 4, 4, 5]",432,1512,3240,6048
"[0, 0, 0, 1, 3, 4, 4, 4, 6]",384,1296,2640,4896
"[0, 0, 0, 1, 3, 4, 4, 4, 7]",256,864,1760,4032
"[0, 0, 0, 1, 3, 4, 4, 4, 8]",128,432,880,3168
"[0, 0, 0, 1, 3, 4, 4, 5, 5]",864,1296,2640,4704
"[0, 0, 0, 1, 3, 4, 4, 5, 6]",808,1080,2120,3768
"[0, 0, 0, 1, 3, 4, 4, 5, 7]",592,756,1460,3024
"[0, 0, 0, 1, 3, 4, 4, 5, 8]",376,432,800,2280
"[0, 0, 0, 1, 3, 4, 4, 6, 6]",752,864,1600,2832
"[0, 0, 0, 1, 3, 4, 4, 6, 7]",528,648,1216,2144
"[0, 0, 0, 1, 3, 4, 4, 6, 8]",304,432,832,1456
"[0, 0, 0, 1, 3, 4, 4, 7, 7]",304,432,832,1456
"[0, 0, 0, 1, 3, 4, 4, 7, 8]",152,216,920,728
"[0, 0, 0, 1, 3, 4, 5, 5, 5]",1296,1080,2040,3360
"[0, 0, 0, 1, 3, 4, 5, 5, 6]",1232,864,1600,2640
"[0, 0, 0, 1, 3, 4, 5, 5, 7]",928,648,1160,2016
"[0, 0, 0, 1, 3, 4, 5, 5, 8]",464,324,580,1584
"[0, 0, 0, 1, 3, 4, 5, 6, 6]",1168,648,1160,1920
"[0, 0, 0, 1, 3, 4, 5, 6, 7]",832,612,820,1408
"[0, 0, 0, 1, 3, 4, 5, 6, 8]",416,360,536,992
"[0, 0, 0, 1, 3, 4, 5, 7, 7]",496,576,480,896
"[0, 0, 0, 1, 3, 4, 5, 7, 8]",248,288,576,448
"[0, 0, 0, 1, 3, 4, 6, 6, 6]",1104,432,720,1200
"[0, 0, 0, 1, 3, 4, 6, 6, 7]",736,576,480,800
"[0, 0, 0, 1, 3, 4, 6, 6, 8]",368,288,240,592
"[0, 0, 0, 1, 3, 4, 6, 7, 7]",368,720,240,400
"[0, 0, 0, 1, 3, 4, 6, 7, 8]",184,360,288,200
